x;y;vx;vy;m;d;r;g;b
3840.655699431216;3514.117488622902;-0.022199062115881688;0.04737785044249272;753.9810367888174;11.29242635538463;228;252;232
-8081.927418888198;-6543.102854679666;0.03128245304283297;0.008687836600170319;141.93647676858032;6.471900018990278;213;229;53
7341.23471941274;-228.57671791770628;-0.19429543955711745;-0.022434486516420563;388.71166992241496;9.05474697585057;129;226;46
-7051.113215532788;7017.220269412885;0;0;1774.4710802334348;15.02069753952623;114;123;47
8090.206514981825;553.1326780332164;0;0;852.6573922138809;11.765001306915837;120;151;122
-5770.7209165150325;-6657.115668559124;0.23540705417410074;0.024683425552702653;947.8018420360321;12.187266519897914;214;122;125
4428.740596349204;-7321.707758271099;0.05711239309444195;-0.1218429940675988;293.6982555306917;8.24709343459143;219;80;6
-3469.1368530489403;4953.02493583812;-0.04289020389909867;-0.004628662286507655;368.636775401283;8.896107291149578;171;48;13
1644.3738213319448;4640.705157121797;0.00539896522292102;-0.027623932266195573;678.5294560304078;10.9024313615781;96;244;14
261.3026829656722;3689.7423587018584;0.002169441070725902;0.027360850181880364;923.9106307088348;12.083992506944714;246;143;3
3019.9579992191234;2986.1811918800677;0.000552167479885364;0.022481627519492935;438.81755564699534;9.428192848786683;50;206;4
4498.707889952623;2859.9746237156087;0.007295631100345353;-0.04963401946755677;485.47408838828284;9.751149409687951;31;117;248
6589.2532231159785;-1086.2312292113318;-0.03310234458917421;-0.016613601499063116;505.7881862030789;9.88530377341077;128;68;150
2977.8195411843503;3906.140278620819;0.03185726415163109;0.0014465252131742583;456.0701133943802;9.550167683681119;244;154;159
-5917.527676765375;-7924.798076233058;0.05322792963035576;0.08196050900853863;296.61658287566377;8.274319154467669;136;121;108
-2300.0828074267833;-6283.77060966338;-0.04280910112997012;-0.05113828442723991;305.44157863770454;8.355578257322458;17;39;171
6021.012940112056;663.8798986910866;0.4864384926659013;0.36774113469327735;940.7437989132195;12.156939273780681;214;126;197
-2045.62795370972;398.40265981354634;0.041085730661155624;0.018998228245780884;261.1969291890159;7.9309123123291565;251;58;130
2600.7058763088125;-2426.972697238644;-0.2156986710442494;-0.07680821247447309;825.479740245298;11.638649749560562;111;3;133
6680.963504575797;-6029.417240345306;-0.008496301029772287;0.006629164483862485;871.5301845481222;11.851171154512075;24;203;19
-2737.722214118008;-4003.8306625818914;0.030616959336678705;0.021524468572884807;446.36822938718495;9.48196215977006;192;224;26
4923.943253806743;6659.587287126877;-0.011318663819908367;-0.00823828699053904;792.0840185809623;11.479532700648196;7;181;248
812.2610026189685;7315.126420825729;-0.07526980385683858;0.023982571762528826;358.3666327368272;8.812713426962535;142;177;116
628.9483749863342;7178.336231918966;-0.003933609110972576;-0.049443428911805996;240.40819032459623;7.71466156987622;86;55;62
-5447.774686084738;-7897.067979083028;0.03220758555424436;0.06204801101762285;541.4291828578174;10.11224723965124;183;236;226
7236.79440567134;8090.870076752352;0.006230013679340243;-0.03099074416805317;458.012089638027;9.563703568241186;156;167;224
-7624.633850192277;-4138.223724065728;0.03640589667168641;0.00943424722920154;774.5472095191973;11.394180379984741;156;126;237
7488.564876340812;999.5395917423426;-0.04492523708875275;0.004276071937005452;541.3634628135131;10.111838073042554;52;78;41
-7465.440633097201;2059.1445285127775;0.038431596471249496;-0.012657910211646226;33.94131676821799;4.017075752286512;70;59;194
-56.63895385920264;-6002.173440404996;-2.302175648780142;-2.2116879969081724;2.644374184152398;1.715700306268017;196;238;32
-3579.9383337177264;7058.190443356171;-0.00637032326794491;0.00526805996796581;112.5771638759396;5.990787206883152;245;210;157
-6871.726525877701;-1885.4272796814048;-0.21142291730696353;-0.19405429459758644;219.87987314404722;7.488513524461254;50;140;142
-3771.3377228638983;7801.902531006667;0.009338618674602638;-0.02294723653320564;910.4816784953616;12.025159981275792;18;2;3
-4738.898252095244;-2079.51133277649;0.0012424030932118128;0.005190585185430285;316.8872988202258;8.45866976666372;65;224;208
